pdb,arbitrary_family_num
HRWDWFKX_BasicBeNTF2_designed_0000.pdb,608
ANRZSNTP_BasicBeNTF2_designed_0000.pdb,608
OTOMGANB_BasicBeNTF2_designed_0000.pdb,608
JWBGGMFW_BasicBeNTF2_designed_0000.pdb,608
MRVTIJGO_BasicBeNTF2_designed_0000.pdb,608
XCVNFVZD_BasicBeNTF2_designed_0000.pdb,608
VCSXZBZV_BasicBeNTF2_designed_0000.pdb,608
UPBDTYBB_BasicBeNTF2_designed_0000.pdb,608
QYHDUFUY_BasicBeNTF2_designed_0000.pdb,608
HOIQHFGR_BasicBeNTF2_designed_0000.pdb,608
WREFFHCE_BasicBeNTF2_designed_0000.pdb,609
AKKKSTHT_BasicBeNTF2_designed_0000.pdb,609
WPUVAJHU_BasicBeNTF2_designed_0000.pdb,609
DAJTTIWM_BasicBeNTF2_designed_0000.pdb,609
YKNEQGVA_BasicBeNTF2_designed_0000.pdb,609
FOTIWMSA_BasicBeNTF2_designed_0000.pdb,609
MINGOLPH_BasicBeNTF2_designed_0000.pdb,609
NPOAQKYL_BasicBeNTF2_designed_0000.pdb,609
NMMPKTLY_BasicBeNTF2_designed_0000.pdb,609
DLFEBATB_BasicBeNTF2_designed_0000.pdb,609
VLFWASZL_BasicBeNTF2_designed_0000.pdb,609
SCSAEISO_BasicBeNTF2_designed_0000.pdb,609
EHDSHJKN_BasicBeNTF2_designed_0000.pdb,609
OAZXNYLJ_BasicBeNTF2_designed_0000.pdb,609
COZJTLVT_BasicBeNTF2_designed_0000.pdb,609
EOHRDCDO_BasicBeNTF2_designed_0000.pdb,609
SAEUEVGD_BasicBeNTF2_designed_0000.pdb,609
LGHNBHRQ_BasicBeNTF2_designed_0000.pdb,609
GLAVRERE_BasicBeNTF2_designed_0000.pdb,609
OFTWVGYJ_BasicBeNTF2_designed_0000.pdb,609
DCDQIGUN_BasicBeNTF2_designed_0000.pdb,610
ZPWFLWZE_BasicBeNTF2_designed_0000.pdb,610
GEIGCIUT_BasicBeNTF2_designed_0000.pdb,610
EKEVCQKU_BasicBeNTF2_designed_0000.pdb,610
YPLJKTJH_BasicBeNTF2_designed_0000.pdb,610
TAODXDWV_BasicBeNTF2_designed_0000.pdb,610
LOAJTNAY_BasicBeNTF2_designed_0000.pdb,610
NLAQKQDD_BasicBeNTF2_designed_0000.pdb,610
HKJZPTSU_BasicBeNTF2_designed_0000.pdb,610
WDMGMXIL_BasicBeNTF2_designed_0000.pdb,610
DONRIQXW_BasicBeNTF2_designed_0000.pdb,610
PUZIXPPW_BasicBeNTF2_designed_0000.pdb,610
UKHRKSWP_BasicBeNTF2_designed_0000.pdb,610
AKKUWOJG_BasicBeNTF2_designed_0000.pdb,610
VWSAFJHW_BasicBeNTF2_designed_0000.pdb,610
CHCQWHQX_BasicBeNTF2_designed_0000.pdb,610
PCDKVYQI_BasicBeNTF2_designed_0000.pdb,610
SNWEEENQ_BasicBeNTF2_designed_0000.pdb,610
WFJDCKMZ_BasicBeNTF2_designed_0000.pdb,610
HCACGETH_BasicBeNTF2_designed_0000.pdb,610
BUEQQCWW_BasicBeNTF2_designed_0000.pdb,612
TMYSUMJX_BasicBeNTF2_designed_0000.pdb,612
ULWGTGXI_BasicBeNTF2_designed_0000.pdb,612
PSZIVYFK_BasicBeNTF2_designed_0000.pdb,612
PUINDNRB_BasicBeNTF2_designed_0000.pdb,612
JYZNABWU_BasicBeNTF2_designed_0000.pdb,612
VBWZKSRB_BasicBeNTF2_designed_0000.pdb,612
TFKHBQVW_BasicBeNTF2_designed_0000.pdb,612
WOXKTYXV_BasicBeNTF2_designed_0000.pdb,612
VZUDVOLS_BasicBeNTF2_designed_0000.pdb,612
SQZZDNIK_BasicBeNTF2_designed_0000.pdb,612
OZJXODHL_BasicBeNTF2_designed_0000.pdb,612
RRUBQRZB_BasicBeNTF2_designed_0000.pdb,612
LPUNKMNB_BasicBeNTF2_designed_0000.pdb,612
WECDBGIP_BasicBeNTF2_designed_0000.pdb,612
DGVEFIOG_BasicBeNTF2_designed_0000.pdb,612
KZZOQZOV_BasicBeNTF2_designed_0000.pdb,612
ZWPGZFGZ_BasicBeNTF2_designed_0000.pdb,612
DHHMWSGM_BasicBeNTF2_designed_0000.pdb,612
DZYAJJWZ_BasicBeNTF2_designed_0000.pdb,612
JPCSKMET_BasicBeNTF2_designed_0000.pdb,613
ISHRQPYD_BasicBeNTF2_designed_0000.pdb,613
WPSNZVCA_BasicBeNTF2_designed_0000.pdb,613
VRIWVVHW_BasicBeNTF2_designed_0000.pdb,613
PXWEYZPF_BasicBeNTF2_designed_0000.pdb,613
RLQPGHIU_BasicBeNTF2_designed_0000.pdb,613
SJOFJWYW_BasicBeNTF2_designed_0000.pdb,613
VPHFSMLZ_BasicBeNTF2_designed_0000.pdb,613
SHYXMMQH_BasicBeNTF2_designed_0000.pdb,613
HNXEMXYJ_BasicBeNTF2_designed_0000.pdb,613
YLOKIFJJ_BasicBeNTF2_designed_0000.pdb,613
POETDOTF_BasicBeNTF2_designed_0000.pdb,613
MVJRAILH_BasicBeNTF2_designed_0000.pdb,613
DHYYPOJI_BasicBeNTF2_designed_0000.pdb,613
GNJMWMEH_BasicBeNTF2_designed_0000.pdb,613
YXFCEYYV_BasicBeNTF2_designed_0000.pdb,613
IOXDAENL_BasicBeNTF2_designed_0000.pdb,613
VMFECWSK_BasicBeNTF2_designed_0000.pdb,613
SCSEEZKC_BasicBeNTF2_designed_0000.pdb,613
GBNDIUZS_BasicBeNTF2_designed_0000.pdb,613
AKOVYQWO_BasicBeNTF2_designed_0000.pdb,614
DGPNPIHE_BasicBeNTF2_designed_0000.pdb,614
RHCUUUQH_BasicBeNTF2_designed_0000.pdb,614
ZIWNOYRL_BasicBeNTF2_designed_0000.pdb,614
ZEANHRBK_BasicBeNTF2_designed_0000.pdb,614
TRTTRYLE_BasicBeNTF2_designed_0000.pdb,614
RVYCEXFK_BasicBeNTF2_designed_0000.pdb,614
VXRNOFWD_BasicBeNTF2_designed_0000.pdb,614
TSWHKRWB_BasicBeNTF2_designed_0000.pdb,614
XAGCXRWM_BasicBeNTF2_designed_0000.pdb,614
WILVPDZO_BasicBeNTF2_designed_0000.pdb,614
LCNJTERR_BasicBeNTF2_designed_0000.pdb,614
MCGDQGAR_BasicBeNTF2_designed_0000.pdb,614
CKSMGCIF_BasicBeNTF2_designed_0000.pdb,614
EAZAPFZN_BasicBeNTF2_designed_0000.pdb,614
CVPQLTSA_BasicBeNTF2_designed_0000.pdb,614
FMPZNRAP_BasicBeNTF2_designed_0000.pdb,614
CCVZHFPT_BasicBeNTF2_designed_0000.pdb,614
FHECLPJH_BasicBeNTF2_designed_0000.pdb,614
CYHRWMYB_BasicBeNTF2_designed_0000.pdb,614
EQKHHENO_BasicBeNTF2_designed_0000.pdb,615
FWFJMVTR_BasicBeNTF2_designed_0000.pdb,615
VRTMNATT_BasicBeNTF2_designed_0000.pdb,615
QGJGUIUI_BasicBeNTF2_designed_0000.pdb,615
YRWMVRBS_BasicBeNTF2_designed_0000.pdb,615
SAFTLRHF_BasicBeNTF2_designed_0000.pdb,615
GXLKKGBK_BasicBeNTF2_designed_0000.pdb,615
IOWUUROA_BasicBeNTF2_designed_0000.pdb,615
SBKQOWQU_BasicBeNTF2_designed_0000.pdb,615
ZQEWOTGR_BasicBeNTF2_designed_0000.pdb,615
FGQXQCNH_BasicBeNTF2_designed_0000.pdb,615
CKQFFZKT_BasicBeNTF2_designed_0000.pdb,615
STNOKGAN_BasicBeNTF2_designed_0000.pdb,615
WPXRHDGS_BasicBeNTF2_designed_0000.pdb,615
EOLOKWFX_BasicBeNTF2_designed_0000.pdb,615
XHUHRJOI_BasicBeNTF2_designed_0000.pdb,615
GJBRCVRM_BasicBeNTF2_designed_0000.pdb,615
AKOWCTCX_BasicBeNTF2_designed_0000.pdb,615
UBFICEHQ_BasicBeNTF2_designed_0000.pdb,615
BPAKBNLA_BasicBeNTF2_designed_0000.pdb,615
ONSDZBSQ_BasicBeNTF2_designed_0000.pdb,616
DTHULGIA_BasicBeNTF2_designed_0000.pdb,616
UYIDEGRX_BasicBeNTF2_designed_0000.pdb,616
EQLLQAHU_BasicBeNTF2_designed_0000.pdb,616
NCWVDYBO_BasicBeNTF2_designed_0000.pdb,616
GXUIICSG_BasicBeNTF2_designed_0000.pdb,616
HNVLYSRP_BasicBeNTF2_designed_0000.pdb,616
ZSTNPSUD_BasicBeNTF2_designed_0000.pdb,616
DLCGAHEM_BasicBeNTF2_designed_0000.pdb,616
RHDWVDYB_BasicBeNTF2_designed_0000.pdb,616
NHQUQDFW_BasicBeNTF2_designed_0000.pdb,616
TZWXBQMD_BasicBeNTF2_designed_0000.pdb,616
KXTXSLRB_BasicBeNTF2_designed_0000.pdb,616
YDKJOILN_BasicBeNTF2_designed_0000.pdb,616
EQCSFSYL_BasicBeNTF2_designed_0000.pdb,616
IKOQANFV_BasicBeNTF2_designed_0000.pdb,616
VRRRWJOL_BasicBeNTF2_designed_0000.pdb,616
EUZKJMEW_BasicBeNTF2_designed_0000.pdb,616
KWQQNMFX_BasicBeNTF2_designed_0000.pdb,616
YWKVNHVB_BasicBeNTF2_designed_0000.pdb,616
OQYRWDCO_BasicBeNTF2_designed_0000.pdb,617
FOBCKJXU_BasicBeNTF2_designed_0000.pdb,617
RQGAZYIL_BasicBeNTF2_designed_0000.pdb,617
TODGUVSK_BasicBeNTF2_designed_0000.pdb,617
FTRYGADX_BasicBeNTF2_designed_0000.pdb,617
UXWHEXHC_BasicBeNTF2_designed_0000.pdb,617
IUXAXPHJ_BasicBeNTF2_designed_0000.pdb,617
OKWQBMQB_BasicBeNTF2_designed_0000.pdb,617
EFWEAUDW_BasicBeNTF2_designed_0000.pdb,617
DQKKLCRD_BasicBeNTF2_designed_0000.pdb,617
MSPPREZM_BasicBeNTF2_designed_0000.pdb,617
UEGGKSBF_BasicBeNTF2_designed_0000.pdb,617
UKGWZQHG_BasicBeNTF2_designed_0000.pdb,617
UJPCYKBI_BasicBeNTF2_designed_0000.pdb,617
WTMHQPYL_BasicBeNTF2_designed_0000.pdb,617
PPKSZKAY_BasicBeNTF2_designed_0000.pdb,617
TBXVGKRY_BasicBeNTF2_designed_0000.pdb,617
DGUVMUDV_BasicBeNTF2_designed_0000.pdb,617
DABWIDMN_BasicBeNTF2_designed_0000.pdb,617
KLGYTKTM_BasicBeNTF2_designed_0000.pdb,617
LBFKKCLQ_BasicBeNTF2_designed_0000.pdb,618
RHDBYNXD_BasicBeNTF2_designed_0000.pdb,618
YWVNNPAO_BasicBeNTF2_designed_0000.pdb,618
SJCDPLOG_BasicBeNTF2_designed_0000.pdb,618
EWCWOIEQ_BasicBeNTF2_designed_0000.pdb,618
VAGSVLKL_BasicBeNTF2_designed_0000.pdb,618
RKNIELUZ_BasicBeNTF2_designed_0000.pdb,618
WDNHLJGW_BasicBeNTF2_designed_0000.pdb,618
FZSFISVV_BasicBeNTF2_designed_0000.pdb,618
XBCWVWQG_BasicBeNTF2_designed_0000.pdb,618
TLADJSKQ_BasicBeNTF2_designed_0000.pdb,618
VCHCBCHB_BasicBeNTF2_designed_0000.pdb,618
HTRADKXO_BasicBeNTF2_designed_0000.pdb,618
PJUDPSSI_BasicBeNTF2_designed_0000.pdb,618
WYJJCRSX_BasicBeNTF2_designed_0000.pdb,618
DIBKEFYZ_BasicBeNTF2_designed_0000.pdb,618
UBSGHRLN_BasicBeNTF2_designed_0000.pdb,618
IAUZDNTD_BasicBeNTF2_designed_0000.pdb,618
TPJYIZBW_BasicBeNTF2_designed_0000.pdb,618
OVCDABMU_BasicBeNTF2_designed_0000.pdb,618
TBGHUTRE_BasicBeNTF2_designed_0000.pdb,619
XBHHZFET_BasicBeNTF2_designed_0000.pdb,619
GSOGATGR_BasicBeNTF2_designed_0000.pdb,619
EQGZMBSN_BasicBeNTF2_designed_0000.pdb,619
DWUBNITR_BasicBeNTF2_designed_0000.pdb,619
BITUDRIR_BasicBeNTF2_designed_0000.pdb,619
ZGZYUJTS_BasicBeNTF2_designed_0000.pdb,619
FGIUNQQO_BasicBeNTF2_designed_0000.pdb,619
UHEQJHMK_BasicBeNTF2_designed_0000.pdb,619
USJLNSCE_BasicBeNTF2_designed_0000.pdb,619
KREHMOTV_BasicBeNTF2_designed_0000.pdb,619
ILPGIMFF_BasicBeNTF2_designed_0000.pdb,619
LTLIMUAI_BasicBeNTF2_designed_0000.pdb,619
EAJLOESM_BasicBeNTF2_designed_0000.pdb,619
APMVYGXH_BasicBeNTF2_designed_0000.pdb,619
IPIZXFDA_BasicBeNTF2_designed_0000.pdb,619
UUVZHASQ_BasicBeNTF2_designed_0000.pdb,619
MVXJAIBS_BasicBeNTF2_designed_0000.pdb,619
AKSHDLXY_BasicBeNTF2_designed_0000.pdb,619
CIOIWDNY_BasicBeNTF2_designed_0000.pdb,619
IKLQEMGB_BasicBeNTF2_designed_0000.pdb,620
GLBABICO_BasicBeNTF2_designed_0000.pdb,620
KWUKAKAE_BasicBeNTF2_designed_0000.pdb,620
CXLEISPH_BasicBeNTF2_designed_0000.pdb,620
WTYLNJHR_BasicBeNTF2_designed_0000.pdb,620
ZCFZZVBL_BasicBeNTF2_designed_0000.pdb,620
ZWNAVBEX_BasicBeNTF2_designed_0000.pdb,620
TUAQAZJB_BasicBeNTF2_designed_0000.pdb,620
HHWSIIWQ_BasicBeNTF2_designed_0000.pdb,620
IENRQOGF_BasicBeNTF2_designed_0000.pdb,620
OQFDXEKP_BasicBeNTF2_designed_0000.pdb,620
EPQGJJAQ_BasicBeNTF2_designed_0000.pdb,620
BYDDNJYM_BasicBeNTF2_designed_0000.pdb,620
WJYSBTAP_BasicBeNTF2_designed_0000.pdb,620
GQCHWWXE_BasicBeNTF2_designed_0000.pdb,620
BBFOEKKN_BasicBeNTF2_designed_0000.pdb,620
KXAPXJWI_BasicBeNTF2_designed_0000.pdb,620
AZBCWNHT_BasicBeNTF2_designed_0000.pdb,620
OLXJCWAM_BasicBeNTF2_designed_0000.pdb,620
WSUQSMZR_BasicBeNTF2_designed_0000.pdb,620
NIWQENDQ_BasicBeNTF2_designed_0000.pdb,621
FIBITUXT_BasicBeNTF2_designed_0000.pdb,621
XIOMTWTM_BasicBeNTF2_designed_0000.pdb,621
WDOQAPKK_BasicBeNTF2_designed_0000.pdb,621
DSCGASBK_BasicBeNTF2_designed_0000.pdb,621
BEEMAZMW_BasicBeNTF2_designed_0000.pdb,621
AXKXXIKW_BasicBeNTF2_designed_0000.pdb,621
FGJMXAFS_BasicBeNTF2_designed_0000.pdb,621
UDDAJBJP_BasicBeNTF2_designed_0000.pdb,621
MWZZBQAM_BasicBeNTF2_designed_0000.pdb,621
FQOWTNQJ_BasicBeNTF2_designed_0000.pdb,621
JONFSRKW_BasicBeNTF2_designed_0000.pdb,621
LYDSSEFS_BasicBeNTF2_designed_0000.pdb,621
BJSXIDLD_BasicBeNTF2_designed_0000.pdb,621
NEOIOZOA_BasicBeNTF2_designed_0000.pdb,621
WYEQUJMP_BasicBeNTF2_designed_0000.pdb,621
RDZZYQSU_BasicBeNTF2_designed_0000.pdb,621
AKUGTJCW_BasicBeNTF2_designed_0000.pdb,621
WZQFXNST_BasicBeNTF2_designed_0000.pdb,621
ZODLQTEP_BasicBeNTF2_designed_0000.pdb,621
AKUXHURU_BasicBeNTF2_designed_0000.pdb,624
MORLRDSH_BasicBeNTF2_designed_0000.pdb,624
ZAPAMZDP_BasicBeNTF2_designed_0000.pdb,624
EKVEJBKK_BasicBeNTF2_designed_0000.pdb,624
IRLXLSCZ_BasicBeNTF2_designed_0000.pdb,624
FLTXTYMA_BasicBeNTF2_designed_0000.pdb,624
QRNVMKGT_BasicBeNTF2_designed_0000.pdb,624
SNZTGGJH_BasicBeNTF2_designed_0000.pdb,624
NSPVXHJP_BasicBeNTF2_designed_0000.pdb,624
IQEAWJMI_BasicBeNTF2_designed_0000.pdb,624
UMJFLFVI_BasicBeNTF2_designed_0000.pdb,624
VVPAMQLG_BasicBeNTF2_designed_0000.pdb,624
EVIKRPPI_BasicBeNTF2_designed_0000.pdb,624
MQNCJXMG_BasicBeNTF2_designed_0000.pdb,624
AQFDGSTF_BasicBeNTF2_designed_0000.pdb,624
HISFOHMQ_BasicBeNTF2_designed_0000.pdb,624
XXCVOBCC_BasicBeNTF2_designed_0000.pdb,624
QFEWTFVF_BasicBeNTF2_designed_0000.pdb,624
ANRJOMJA_BasicBeNTF2_designed_0000.pdb,624
UMUPBMJB_BasicBeNTF2_designed_0000.pdb,624
TTXCAQAV_BasicBeNTF2_designed_0000.pdb,625
RTLMENLQ_BasicBeNTF2_designed_0000.pdb,625
MACXIBHW_BasicBeNTF2_designed_0000.pdb,625
YMABVEOD_BasicBeNTF2_designed_0000.pdb,625
EDTYAZFI_BasicBeNTF2_designed_0000.pdb,625
VKTOFJRJ_BasicBeNTF2_designed_0000.pdb,625
IZTZXJCA_BasicBeNTF2_designed_0000.pdb,625
OEXDWIQL_BasicBeNTF2_designed_0000.pdb,625
SUVDSANN_BasicBeNTF2_designed_0000.pdb,625
QBDZUTBY_BasicBeNTF2_designed_0000.pdb,625
SQDFJBCL_BasicBeNTF2_designed_0000.pdb,625
DMNLNWCH_BasicBeNTF2_designed_0000.pdb,625
WNZXWHPY_BasicBeNTF2_designed_0000.pdb,625
HSEZIVOF_BasicBeNTF2_designed_0000.pdb,625
QIHXQZFC_BasicBeNTF2_designed_0000.pdb,625
GEPGORUA_BasicBeNTF2_designed_0000.pdb,625
AKYXWPQP_BasicBeNTF2_designed_0000.pdb,625
YIRCJAGV_BasicBeNTF2_designed_0000.pdb,625
AKVEAQDI_BasicBeNTF2_designed_0000.pdb,625
OTIXATJM_BasicBeNTF2_designed_0000.pdb,625
AKVUKMPL_BasicBeNTF2_designed_0000.pdb,626
RNKIFVPO_BasicBeNTF2_designed_0000.pdb,626
FMACORYA_BasicBeNTF2_designed_0000.pdb,626
VSOSPYRZ_BasicBeNTF2_designed_0000.pdb,626
JNUPSWDZ_BasicBeNTF2_designed_0000.pdb,626
ZOVKLSAO_BasicBeNTF2_designed_0000.pdb,626
IMWCIRZB_BasicBeNTF2_designed_0000.pdb,626
JUBGIDIO_BasicBeNTF2_designed_0000.pdb,626
GYSDHYNF_BasicBeNTF2_designed_0000.pdb,626
OFVXHEEJ_BasicBeNTF2_designed_0000.pdb,626
ZMTUWSDR_BasicBeNTF2_designed_0000.pdb,626
VFWIZWKX_BasicBeNTF2_designed_0000.pdb,626
ZHWIVTVM_BasicBeNTF2_designed_0000.pdb,626
BAQESGOH_BasicBeNTF2_designed_0000.pdb,626
ETFDRVEN_BasicBeNTF2_designed_0000.pdb,626
TLUVENXG_BasicBeNTF2_designed_0000.pdb,626
VECKFFYL_BasicBeNTF2_designed_0000.pdb,626
IBHNFKFU_BasicBeNTF2_designed_0000.pdb,626
VLVYMDBD_BasicBeNTF2_designed_0000.pdb,626
AWUDDIGH_BasicBeNTF2_designed_0000.pdb,626
OEQWQRVX_BasicBeNTF2_designed_0000.pdb,627
ZDEPOKJN_BasicBeNTF2_designed_0000.pdb,627
TUAJJWPU_BasicBeNTF2_designed_0000.pdb,627
QQKKSQDU_BasicBeNTF2_designed_0000.pdb,627
YLKHRUDH_BasicBeNTF2_designed_0000.pdb,627
JMBMTVOC_BasicBeNTF2_designed_0000.pdb,627
UIPPZXTO_BasicBeNTF2_designed_0000.pdb,627
VWAEMSRT_BasicBeNTF2_designed_0000.pdb,627
KWEFZYIC_BasicBeNTF2_designed_0000.pdb,627
FKYTCZXW_BasicBeNTF2_designed_0000.pdb,627
SUHCUFDA_BasicBeNTF2_designed_0000.pdb,627
SKEEKMBV_BasicBeNTF2_designed_0000.pdb,627
DAFWFBTM_BasicBeNTF2_designed_0000.pdb,627
LSODRPYJ_BasicBeNTF2_designed_0000.pdb,627
HOQKKVUZ_BasicBeNTF2_designed_0000.pdb,627
HZIDJNAC_BasicBeNTF2_designed_0000.pdb,627
AKVYOGXI_BasicBeNTF2_designed_0000.pdb,627
MXVUXVAC_BasicBeNTF2_designed_0000.pdb,627
QXKLAQXV_BasicBeNTF2_designed_0000.pdb,627
PFTTKBSB_BasicBeNTF2_designed_0000.pdb,627
AKWFQJTT_BasicBeNTF2_designed_0000.pdb,628
VXUFJLOE_BasicBeNTF2_designed_0000.pdb,628
YWEWJUQI_BasicBeNTF2_designed_0000.pdb,628
DJMWMLAI_BasicBeNTF2_designed_0000.pdb,628
EWLTQDSU_BasicBeNTF2_designed_0000.pdb,628
IQXOIGYZ_BasicBeNTF2_designed_0000.pdb,628
ZQRFLZHO_BasicBeNTF2_designed_0000.pdb,628
DZCJJBWW_BasicBeNTF2_designed_0000.pdb,628
GASCTJXQ_BasicBeNTF2_designed_0000.pdb,628
DGTDIUCU_BasicBeNTF2_designed_0000.pdb,628
DGWDSOWE_BasicBeNTF2_designed_0000.pdb,628
KHRHNWWD_BasicBeNTF2_designed_0000.pdb,628
LJLEAWIU_BasicBeNTF2_designed_0000.pdb,628
QTRGXXTT_BasicBeNTF2_designed_0000.pdb,628
MQWKKFLJ_BasicBeNTF2_designed_0000.pdb,628
HUNHLMSI_BasicBeNTF2_designed_0000.pdb,628
MZSERBAT_BasicBeNTF2_designed_0000.pdb,628
JFNLCMBH_BasicBeNTF2_designed_0000.pdb,628
GMJNKRXB_BasicBeNTF2_designed_0000.pdb,628
TDXAKXYJ_BasicBeNTF2_designed_0000.pdb,628
LXYCUZXO_BasicBeNTF2_designed_0000.pdb,629
WXTQSSNU_BasicBeNTF2_designed_0000.pdb,629
TSIYUQWQ_BasicBeNTF2_designed_0000.pdb,629
IOZKFHOO_BasicBeNTF2_designed_0000.pdb,629
COTUOSLP_BasicBeNTF2_designed_0000.pdb,629
IVIUGBOH_BasicBeNTF2_designed_0000.pdb,629
MKFGYBQX_BasicBeNTF2_designed_0000.pdb,629
PSNIKKCJ_BasicBeNTF2_designed_0000.pdb,629
FBBCAKYT_BasicBeNTF2_designed_0000.pdb,629
EVJHVDKV_BasicBeNTF2_designed_0000.pdb,629
CGFLHWYB_BasicBeNTF2_designed_0000.pdb,629
HUKUNQSY_BasicBeNTF2_designed_0000.pdb,629
INWRGFFL_BasicBeNTF2_designed_0000.pdb,629
QZJLFDGX_BasicBeNTF2_designed_0000.pdb,629
EKNGSYUH_BasicBeNTF2_designed_0000.pdb,629
XOGGACMR_BasicBeNTF2_designed_0000.pdb,629
AKWIIQGD_BasicBeNTF2_designed_0000.pdb,629
PRHQDKCK_BasicBeNTF2_designed_0000.pdb,629
LZCUYZDB_BasicBeNTF2_designed_0000.pdb,629
DGPYRXFL_BasicBeNTF2_designed_0000.pdb,629
HWGVCSMC_BasicBeNTF2_designed_0000.pdb,633
DNXMCOSD_BasicBeNTF2_designed_0000.pdb,633
NAFVIWXD_BasicBeNTF2_designed_0000.pdb,633
PPKOXYGA_BasicBeNTF2_designed_0000.pdb,633
QEJLYEYW_BasicBeNTF2_designed_0000.pdb,633
PNPROMDT_BasicBeNTF2_designed_0000.pdb,633
TEAAXYZN_BasicBeNTF2_designed_0000.pdb,633
ZMBSZJGO_BasicBeNTF2_designed_0000.pdb,633
BXHIUMUV_BasicBeNTF2_designed_0000.pdb,633
AKXFNLPX_BasicBeNTF2_designed_0000.pdb,633
WCRLVIBZ_BasicBeNTF2_designed_0000.pdb,633
URAXLHTO_BasicBeNTF2_designed_0000.pdb,633
MHPLVMHB_BasicBeNTF2_designed_0000.pdb,633
OLLRRNOF_BasicBeNTF2_designed_0000.pdb,633
OMHWYHAK_BasicBeNTF2_designed_0000.pdb,633
SKJPKXDW_BasicBeNTF2_designed_0000.pdb,633
ZIUPBCDT_BasicBeNTF2_designed_0000.pdb,633
RNWFHULE_BasicBeNTF2_designed_0000.pdb,633
FQTUJVBK_BasicBeNTF2_designed_0000.pdb,633
PYDOXPEI_BasicBeNTF2_designed_0000.pdb,633
JQYBOTZK_BasicBeNTF2_designed_0000.pdb,634
LJJSVXZA_BasicBeNTF2_designed_0000.pdb,634
AKXWIEOO_BasicBeNTF2_designed_0000.pdb,634
EBNOZTNU_BasicBeNTF2_designed_0000.pdb,634
KOHXFOHR_BasicBeNTF2_designed_0000.pdb,634
BKJEWJML_BasicBeNTF2_designed_0000.pdb,634
CQJKGOKY_BasicBeNTF2_designed_0000.pdb,634
MUHXYIQM_BasicBeNTF2_designed_0000.pdb,634
EFZGIGDP_BasicBeNTF2_designed_0000.pdb,634
YCPSPQII_BasicBeNTF2_designed_0000.pdb,634
QJZPJMHG_BasicBeNTF2_designed_0000.pdb,634
KCKOMOIK_BasicBeNTF2_designed_0000.pdb,634
LAQXMKVT_BasicBeNTF2_designed_0000.pdb,634
YDXEHMMV_BasicBeNTF2_designed_0000.pdb,634
WJERYIVP_BasicBeNTF2_designed_0000.pdb,634
CRTWAOYE_BasicBeNTF2_designed_0000.pdb,634
MAWJNUQB_BasicBeNTF2_designed_0000.pdb,634
QCYBOKDI_BasicBeNTF2_designed_0000.pdb,634
JSDKPFCE_BasicBeNTF2_designed_0000.pdb,634
ZWEDXWQR_BasicBeNTF2_designed_0000.pdb,634
SBCDZUKU_BasicBeNTF2_designed_0000.pdb,635
TURRQPSY_BasicBeNTF2_designed_0000.pdb,635
XOXBHSRF_BasicBeNTF2_designed_0000.pdb,635
TYOKWBBA_BasicBeNTF2_designed_0000.pdb,635
WKLJNZZH_BasicBeNTF2_designed_0000.pdb,635
VUBVQWNC_BasicBeNTF2_designed_0000.pdb,635
KNKJIVCS_BasicBeNTF2_designed_0000.pdb,635
KENMYNTH_BasicBeNTF2_designed_0000.pdb,635
AQWUSZAR_BasicBeNTF2_designed_0000.pdb,635
RZHVMCFH_BasicBeNTF2_designed_0000.pdb,635
AKXZNWJU_BasicBeNTF2_designed_0000.pdb,635
GDQXWLDA_BasicBeNTF2_designed_0000.pdb,635
LCABJDAT_BasicBeNTF2_designed_0000.pdb,635
BKEVJNKI_BasicBeNTF2_designed_0000.pdb,635
SUEIZJPG_BasicBeNTF2_designed_0000.pdb,635
VUJBCYXA_BasicBeNTF2_designed_0000.pdb,635
WAZSOHON_BasicBeNTF2_designed_0000.pdb,635
IAPZNHDX_BasicBeNTF2_designed_0000.pdb,635
ODZODMCV_BasicBeNTF2_designed_0000.pdb,635
GCJWJEHJ_BasicBeNTF2_designed_0000.pdb,635
IBCRYGNJ_BasicBeNTF2_designed_0000.pdb,636
RFMXTTXO_BasicBeNTF2_designed_0000.pdb,636
AKYCPYQY_BasicBeNTF2_designed_0000.pdb,636
CXIFBPPA_BasicBeNTF2_designed_0000.pdb,636
OATYHVVA_BasicBeNTF2_designed_0000.pdb,636
GLSHPXFM_BasicBeNTF2_designed_0000.pdb,636
FCWWITCK_BasicBeNTF2_designed_0000.pdb,636
CDHJVCJH_BasicBeNTF2_designed_0000.pdb,636
HNAXHHQG_BasicBeNTF2_designed_0000.pdb,636
YNKBSUNO_BasicBeNTF2_designed_0000.pdb,636
ICVQIYKF_BasicBeNTF2_designed_0000.pdb,636
URHGDEQC_BasicBeNTF2_designed_0000.pdb,636
SNYBQTFL_BasicBeNTF2_designed_0000.pdb,636
OYVCYWJQ_BasicBeNTF2_designed_0000.pdb,636
DKDEEYDS_BasicBeNTF2_designed_0000.pdb,636
MUWMGCCL_BasicBeNTF2_designed_0000.pdb,636
DJVGWQVG_BasicBeNTF2_designed_0000.pdb,636
ZPDGSUVQ_BasicBeNTF2_designed_0000.pdb,636
XPXNDTNU_BasicBeNTF2_designed_0000.pdb,636
TTJIYUYB_BasicBeNTF2_designed_0000.pdb,636
KSKMIJUL_BasicBeNTF2_designed_0000.pdb,637
NPNEFVTO_BasicBeNTF2_designed_0000.pdb,637
