Design tryp_calc_EC50 chymo_calc_EC50 tryp_low_EC50 chymo_low_EC50 tryp_high_EC50 chymo_high_EC50 tryp_width_EC50 chymo_width_EC50 tryp_unfolded_EC50 chymo_unfolded_EC50
GNALHXAJ 4.37534237497 2.17573106084 4.3 2.1 4.4 2.2 0.1 0.1 -0.27 -0.50
PVINFWBR 2.10137783615 1.51358823231 1.7 1.2 2.3 7.2 0.6 6.0 -0.10 -0.20
EGTNTLES 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.21 -0.29
TUQVBGNB 2.36588604699 1.18979096276 2.3 1.1 2.4 1.3 0.1 0.2 -0.07 0.13
HFMFZCJA 3.4646960439 2.37329604809 3.4 2.3 3.6 2.5 0.2 0.2 0.52 0.16
scr_JLOLIHNH 3.49548075746 2.19028640747 3.5 2.1 3.5 2.3 0.0 0.2 0.11 -0.08
HBXITKAV 4.55788206905 4.04939237454 4.5 4.0 4.7 4.1 0.2 0.1 -0.02 0.20
scr_LZSOQUUY 3.4282277387 2.34618886343 3.3 2.3 3.6 2.4 0.3 0.1 -0.44 -0.25
scr_HYPKPLGV 2.15271685668 -0.453693906197 2.1 -0.5 2.2 0.1 0.1 0.6 -0.72 -0.65
YOOFLQRX 2.43752283681 2.32595029369 2.4 2.3 2.5 2.4 0.1 0.1 -0.37 -0.51
PJDRVGJX 3.4127464686 5.13913551144 3.3 5.1 3.5 5.2 0.2 0.1 0.20 -0.30
scr_UBITCSZM 1.09584970178 1.26871104698 0.7 1.1 1.3 1.5 0.6 0.4 -0.25 -0.22
scr_DILBRJYJ 3.28320022689 1.37560963507 3.2 1.2 3.4 1.7 0.2 0.5 -0.66 -0.54
VBEYABKY 4.38988978352 2.38788517066 4.3 2.3 4.5 2.5 0.2 0.2 0.01 -0.04
BUEVLOQB 4.42979363558 3.09910490783 4.3 3.0 4.6 3.2 0.3 0.2 -0.16 -0.24
YOGFIBJJ 2.39866353943 1.90638274552 2.3 1.6 2.5 2.1 0.2 0.5 -0.48 -0.27
PYFNBQTR 5.12186600081 4.19057866302 5.0 4.2 5.2 4.2 0.2 0.0 0.96 0.48
scr_CQXWMZNN 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.90 -0.52
BEQQIWYM 4.19441812493 4.26050189476 4.2 4.2 4.2 4.3 0.0 0.1 0.43 -0.09
ZODJRBWX 3.7000540255 1.63241719477 3.6 1.4 3.9 2.0 0.3 0.6 1.25 0.16
HZPCOJHV 3.98135659576 2.40634506137 3.9 2.3 4.1 2.5 0.2 0.2 0.06 0.04
OVPCXWJC 5.02719418024 3.05220703252 4.9 2.8 5.2 3.2 0.3 0.4 -0.12 -0.18
SZCFVUTK 4.35380775044 2.10093938537 4.3 2.0 5.1 2.2 0.8 0.2 0.57 -0.02
scr_SVFWYDLE 1.30654266927 -0.123063166604 1.1 -0.5 1.6 0.2 0.5 0.7 0.28 -0.15
UYINMYCV 3.33483945479 2.12259275117 3.3 2.0 3.4 2.2 0.1 0.2 -0.23 -0.55
scr_RGNWSNHX 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.72 -0.98
OXPMCRCK 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.14 0.05
scr_IIVLVXZS 3.30538375309 1.77312669951 3.2 1.4 3.4 2.1 0.2 0.7 -0.38 -0.75
KFFSRAKT 4.25267776586 4.19541114292 4.1 4.2 4.7 4.2 0.6 0.0 0.23 0.53
scr_FNMAXZNJ 3.39584669061 2.38288961424 3.3 2.3 3.5 2.4 0.2 0.1 -0.07 -0.29
scr_IEDALQJL 4.38558297248 1.47056904689 4.2 1.3 4.8 1.7 0.6 0.4 -0.26 -0.60
FHCIIRBU 3.27456790072 1.30979497831 3.2 1.2 3.3 1.5 0.1 0.3 -0.08 -0.37
IETWPKNT 3.41506026904 2.32501669426 3.4 2.3 3.4 2.3 0.0 0.0 0.08 -0.70
JCXUMAMC 2.14915656631 1.46164291336 2.1 1.3 2.2 2.1 0.1 0.8 -0.53 0.09
scr_AQFPENKV 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.52 -0.58
BBMHCYd0065 2.64938502296 0.85491508461 2.5 0.5 2.9 1.2 0.4 0.7 0.25 -0.17
VZQELHRQ 5.18714159338 3.11037553513 5.0 3.0 5.3 3.2 0.3 0.2 0.18 0.07
scr_BDNCVIXN 2.35740005697 0.537018592635 2.3 0.4 2.4 0.8 0.1 0.4 -0.60 0.12
BGFPEKPH 4.52137220298 2.88140665747 4.5 2.8 4.6 3.0 0.1 0.2 0.19 0.29
HWZHKOWA 3.39722378024 2.25724369978 3.3 2.2 3.5 2.4 0.2 0.2 -0.15 -0.10
CPPPKRQB 4.33527620537 2.38041115584 3.9 2.2 4.8 2.6 0.9 0.4 -0.33 -0.66
ELVAVXDI 4.80221990251 2.45340966793 4.7 2.4 4.9 2.6 0.2 0.2 -0.22 -0.57
BB47nHd0361 3.42022951858 2.20414599757 3.4 2.2 3.5 2.3 0.1 0.1 0.03 -0.58
HONVJTSP 4.96817953654 2.62280311244 4.8 2.5 5.1 2.9 0.3 0.4 0.07 -0.27
BBMHCYd0143 3.27335043006 2.3165951826 3.2 2.3 3.4 2.4 0.2 0.1 0.26 0.10
XCXCEKYK 3.39080469408 3.09964497604 3.3 2.7 3.6 5.0 0.3 2.3 0.19 0.23
scr_GFSWBQQM 2.55875729732 2.28932482835 2.5 2.2 2.7 2.4 0.2 0.2 -0.32 -0.28
KKSDHEDL 3.56222737973 2.50126917098 3.5 2.4 3.7 2.6 0.2 0.2 -0.08 0.60
scr_ABUMYYIY 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.07 -0.07
BBGDLSMY 2.38436473531 1.33320337074 2.4 1.2 2.4 1.5 0.0 0.3 0.77 -0.26
CHBYQJBO 4.43625525692 4.11416733055 4.4 4.1 4.5 4.1 0.1 0.0 0.67 0.52
YMNXJSDQ 4.20698469267 2.42982154319 4.1 2.3 4.3 2.6 0.2 0.3 0.12 -0.38
tlc_FLINMSCG 4.30951951475 2.35349967396 4.3 2.3 4.3 2.4 0.0 0.1 -0.39 -0.34
FLINMSCG 4.17020880267 2.57599379512 3.8 2.4 4.8 3.0 1.0 0.6 -0.42 -0.43
scr_EHPUJMHH 3.3550092864 2.48637053564 3.3 2.4 3.4 2.7 0.1 0.3 0.44 -0.40
scr_DYQWCHCU 4.36974180991 1.37634292644 4.3 1.2 4.5 2.2 0.2 1.0 -0.59 -0.53
scr_LEPBWRFC 2.41375052087 1.57953319126 2.3 1.3 3.2 2.0 0.9 0.7 -0.28 -0.39
scr_CEURCQMM 3.58384515822 0.573703530127 3.4 0.3 4.2 1.1 0.8 0.8 0.39 0.22
scr_CEMJETGP 3.42909950605 1.40287482353 3.1 1.1 4.5 2.0 1.4 0.9 0.09 -0.37
LXTYIABP 3.45055856542 2.28632645545 3.4 2.2 3.5 2.4 0.1 0.2 -0.10 0.03
scr_GXPDIFXM 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.34 -0.25
OLWBFJUR 3.64294767013 2.80824896856 3.6 2.6 3.9 2.9 0.3 0.3 -0.14 -0.29
NLGEYZMB 4.37058265521 1.41087256118 4.2 1.2 4.6 1.8 0.4 0.6 0.49 -0.57
scr_EFVMLBZM 3.38331702146 1.55862670804 3.3 1.3 3.5 1.9 0.2 0.6 -0.77 -0.64
RPVJNTTN 3.44013705168 1.35865870848 3.2 1.0 3.8 6.9 0.6 5.9 -0.19 -0.03
NCYAEBUM 3.35531651437 2.93999573595 3.3 2.9 3.4 3.0 0.1 0.1 -0.07 0.36
UPGDAXUV 2.49844045535 1.40709930155 2.4 1.2 2.6 1.7 0.2 0.5 -0.15 -0.42
ADPRPWQJ 5.36783494379 3.17740420596 5.2 3.0 5.6 3.3 0.4 0.3 0.05 -0.36
GFMHRSDA 3.56001059077 2.22068667974 3.5 2.1 3.7 2.3 0.2 0.2 0.33 -0.15
VCZILFRY 4.7823656632 2.6547019905 4.6 2.5 5.1 2.9 0.5 0.4 -0.15 -0.30
QERYESSB 5.30169662719 4.21756316809 5.3 4.2 5.3 4.2 0.0 0.0 0.47 0.03
GXYVBYEB 3.88220576988 2.36348168442 3.8 2.3 3.9 2.4 0.1 0.1 0.30 -0.14
IPRUHFNS 5.28276397742 4.11274832279 5.3 4.1 5.3 4.1 0.0 0.0 0.29 0.58
scr_CEMFYHSG 0.294151491698 0.777006395772 -0.2 0.5 0.8 1.2 1.0 0.7 -0.01 -0.46
AEXWYLWZ 3.59693170578 2.37362138498 3.5 2.3 3.7 2.4 0.2 0.1 0.60 -0.15
ZKWVOCHT 4.44575096934 2.54515126041 4.4 2.5 4.6 2.6 0.2 0.1 0.12 -0.14
DEFMKHXG 3.38997649714 2.47577921942 3.3 2.4 3.4 2.5 0.1 0.1 0.20 -0.46
YEJNPRHN 3.30614194268 2.98770560539 3.2 2.8 3.4 3.1 0.2 0.3 0.02 0.01
tlc_MTNNCMGU 3.97438772905 2.43527368693 3.9 2.4 4.0 2.5 0.1 0.1 -0.21 -0.40
MTNNCMGU 5.03680798347 4.23338819315 4.9 3.0 5.1 4.2 0.2 1.2 -0.25 -0.66
scr_DHYQIMSN 3.31231837222 2.17420885905 3.3 2.1 3.4 2.3 0.1 0.2 0.77 0.18
BBM2nHm0328 4.46918633095 2.77281506202 4.4 2.8 4.5 2.8 0.1 0.0 0.01 -0.33
DTWJHUXW 3.30734511745 1.99748015175 3.2 1.7 3.5 2.3 0.3 0.6 0.48 -0.29
scr_GJIGAMJD 3.28153707858 2.4054574418 3.2 2.4 3.3 2.4 0.1 0.0 0.20 0.61
scr_HYUUVZYA 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.05 -0.41
ALZCCISK 4.57570128399 3.16693213942 4.5 3.1 4.9 3.3 0.4 0.2 0.45 0.38
BBM1TPd0442 2.13801033138 1.14752964065 2.1 1.0 2.2 1.4 0.1 0.4 -0.15 0.28
MDKLQKYQ 3.14345053216 0.915496895533 3.0 0.7 3.3 1.2 0.3 0.5 0.57 0.33
OCLGWBWS 4.23005643408 2.15981275515 4.1 2.0 4.3 2.3 0.2 0.3 -0.06 -0.12
GWLAPXNW 4.8786832594 3.07028664599 4.7 3.0 5.0 3.1 0.3 0.1 0.05 0.17
BBM1nHm0130 1.98797802643 1.72635109937 1.6 1.3 2.2 7.4 0.6 6.1 -0.22 -0.54
scr_QLLHHJGM -0.0447144460139 2.37028455508 -0.5 2.2 0.3 2.6 0.8 0.4 0.04 -0.28
scr_TFIBQORB 3.29803561075 2.35970446474 3.2 1.3 3.4 2.7 0.2 1.4 -0.06 -0.42
scr_JKNEMCYQ 2.21737026651 3.83146122394 2.1 1.5 2.3 7.4 0.2 5.9 0.49 -0.25
CREIQERW 3.30839381011 -0.0146196090597 3.2 -0.5 3.4 0.5 0.2 1.0 -0.28 -0.44
XSGDBWNA 2.37413380029 1.17146290431 2.3 0.8 2.4 1.8 0.1 1.0 0.23 -0.23
BB47CHm0114 3.26052201598 3.25335455974 2.6 -0.3 3.5 7.3 0.9 7.6 -0.48 -0.61
LDHSVUYC 3.68271407173 2.85000007044 3.6 2.6 3.8 2.9 0.2 0.3 0.19 0.29
EUHRJHOF 5.04120081743 2.60269392707 4.9 2.5 5.2 2.8 0.3 0.3 0.60 0.02
EEPVWGYU 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.03 -0.04
OPLSQZZP 4.33120273304 2.19764710757 4.3 2.2 4.4 2.2 0.1 0.0 0.01 -0.54
scr_TCOKSQAJ 2.24868559391 0.424918945054 2.2 0.2 2.4 1.2 0.2 1.0 -0.18 0.10
scr_DGZQYPXH 0.358653031455 0.0497944838653 0.3 -0.3 1.0 0.2 0.7 0.5 -0.49 -0.49
scr_OAWVHOSF 3.30003343845 2.13763059023 3.2 2.0 3.4 2.2 0.2 0.2 0.14 0.00
HYQOLGSK 5.02991520135 4.25433755055 4.9 4.2 5.2 4.3 0.3 0.1 0.06 0.30
scr_GAGKQUDF 2.40427488975 -0.0763494826668 2.3 -0.5 2.5 0.3 0.2 0.8 0.46 -0.39
PQESZNQL 2.25758730246 2.12709806725 2.2 2.0 2.3 2.2 0.1 0.2 -0.02 -0.42
UPUWUJUI 3.21943938841 1.02109853961 3.2 0.8 3.3 1.2 0.1 0.4 -0.13 -0.47
scr_MILBLZGS 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.02 -0.03
scr_OONJUMZA 3.44117820591 0.0924082593507 2.9 -0.5 5.2 1.3 2.3 1.8 -0.69 -0.83
scr_BLXKXBXT 3.26934767045 1.12210702606 3.2 1.0 3.3 1.3 0.1 0.3 -0.39 -0.17
scr_KXOCWDFU 1.18401377431 -0.0763494826668 0.9 -0.5 1.6 0.3 0.7 0.8 0.12 -0.25
scr_SQEFSKZW 3.33688656074 1.43830474645 3.3 1.3 3.4 1.7 0.1 0.4 -0.34 -0.50
RICRHHQA 3.39734885993 3.25335455974 2.2 -0.3 3.6 7.3 1.4 7.6 0.07 0.08
scr_QWNTTENF 0.674621158814 0.524793384375 0.3 0.1 1.4 1.2 1.1 1.1 0.06 -0.49
scr_SFNZZIVJ 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.27 -0.36
scr_BXRLNBCJ 0.00944301407791 -0.00267261443841 -0.5 -0.5 0.5 0.6 1.0 1.1 0.06 -0.06
scr_UYINMYCV 4.56237843453 1.19690843432 4.2 1.0 5.3 1.4 1.1 0.4 -0.57 -1.04
scr_RDRRNRKB 2.15010778268 1.19786126003 2.0 0.9 2.3 1.5 0.3 0.6 0.28 0.71
scr_OLJIUZVQ 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.37 -0.43
scr_INRIJTUO 4.35794203258 0.949377690486 4.2 0.7 4.5 1.1 0.3 0.4 -0.24 -0.31
scr_RTZDCQKB 3.20536262929 1.27362054182 3.2 1.1 3.3 1.4 0.1 0.3 0.70 0.60
scr_CWJUWHJE 2.26172371516 0.513407664212 2.2 0.3 2.3 1.0 0.1 0.7 -0.11 -0.34
JQCJARCA 5.31149232931 5.27872147761 5.2 5.2 5.5 5.3 0.3 0.1 -0.20 -0.06
QWDLVIVW 2.67229283301 1.64160664131 2.5 1.4 3.0 2.0 0.5 0.6 -0.46 -0.91
BBM1pem0160 2.39550373655 2.59535338898 2.3 2.5 2.6 3.1 0.3 0.6 0.77 0.35
OEYWNEIG 4.89859512912 4.17773940241 4.5 4.1 5.0 4.2 0.5 0.1 -0.07 -0.00
HBUPFSAQ 2.57715904154 0.0924082593507 2.4 -0.5 3.0 1.3 0.6 1.8 0.29 0.14
MDXAGFGC 4.41242718972 2.71263728112 4.3 2.7 4.5 2.8 0.2 0.1 0.56 0.64
AHYZOHYV 5.24854908352 3.05379865117 5.2 3.0 5.3 3.1 0.1 0.1 0.36 0.21
LYLCWBGL 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.16 -0.01
scr_EAVOBVBK 4.21078331507 2.28572015173 4.1 2.1 4.3 2.5 0.2 0.4 0.43 0.27
VHOVSZRE 4.49826020158 2.28584582482 4.4 2.2 4.7 2.4 0.3 0.2 0.25 -0.48
QFXFLYZN 4.91811724608 2.54385658542 4.5 2.4 5.2 2.7 0.7 0.3 -0.35 -0.41
WXERQLZX 5.21339684453 4.17150904687 5.1 4.1 5.4 4.2 0.3 0.1 -0.45 -0.92
JQQWGOGE 4.9863652911 3.92356871689 4.6 1.6 5.6 7.4 1.0 5.8 0.08 -0.59
AZVVCMYB 2.94552360645 1.01508971721 2.8 0.7 3.1 1.3 0.3 0.6 -0.08 -0.46
VTLAVHOZ 5.84495022868 4.20560371151 5.5 4.2 7.3 4.2 1.8 0.0 -0.21 -0.35
OGXCXHWI 5.32369528284 5.26628015278 5.2 5.2 5.5 5.3 0.3 0.1 -0.23 -0.20
scr_ALYZCWIZ 1.02483024569 0.019272921234 0.5 -0.5 2.0 0.7 1.5 1.2 -0.57 -0.81
scr_AQHJVCBM 1.32752078504 2.00154810252 0.8 1.4 7.3 2.3 6.5 0.9 -0.11 -0.54
YMYZHTKF 4.5363602109 5.13616143045 4.4 5.1 4.6 5.2 0.2 0.1 -0.14 0.09
scr_CNYGCGGJ 3.23875569697 1.14814026085 3.1 0.7 3.4 1.5 0.3 0.8 0.06 -0.42
LXLWGPMH 5.13419854559 3.04183676747 5.0 2.5 5.3 3.1 0.3 0.6 -0.31 -0.45
BB47nHm0319 4.56835703701 3.05289327342 4.5 3.0 4.6 3.1 0.1 0.1 0.19 -0.10
MRDQUQXC 4.81221840678 3.17986527791 4.8 3.2 4.8 3.2 0.0 0.0 -0.70 -0.21
scr_FVBOQBFQ 2.17141368371 0.815612348347 2.1 0.5 2.3 1.2 0.2 0.7 0.35 -0.17
tlc_VVVDWXOZ 2.39880464479 1.512858894 2.3 1.2 3.4 2.0 1.1 0.8 0.03 -0.65
VVVDWXOZ 2.42362930618 0.895156894189 2.3 0.6 2.5 1.3 0.2 0.7 -0.02 -0.74
BGDRIJPN 4.32774090964 2.92764465987 4.2 2.9 4.4 3.0 0.2 0.1 -0.04 -0.32
RFBCPSMX 2.19936308233 0.468956088974 2.2 0.3 2.2 0.7 0.0 0.4 0.14 0.07
XSXUDYSH 4.17999858638 2.5920853845 4.1 2.5 4.2 2.7 0.1 0.2 -0.10 -0.33
NGCMPIGD 3.30115353863 1.30832814665 3.2 1.2 3.4 1.5 0.2 0.3 -0.07 -0.60
PPPCQXLY 2.19447504571 2.77601038316 2.0 2.5 2.3 3.2 0.3 0.7 1.16 0.13
QLBYKXHC 4.3845369335 4.2546916372 4.3 4.2 4.5 4.3 0.2 0.1 -0.18 0.28
ECPKLEBQ 4.98281851731 1.18303950749 4.7 -0.3 5.3 7.2 0.6 7.5 -0.20 -0.26
HTWCTOGN 2.29033740635 -0.0923747705946 2.2 -0.5 2.4 0.2 0.2 0.7 0.13 -0.48
RIZGYJSB 4.07923287904 1.88815371206 4.0 1.5 4.2 2.1 0.2 0.6 0.45 0.05
scr_LDKWLDFL 2.19125293001 -0.0464545016758 1.8 -0.5 2.3 0.4 0.5 0.9 0.44 -0.26
scr_AHORWNXB 1.80475791318 1.46423062592 1.5 1.2 3.6 1.9 2.1 0.7 -0.18 -0.55
scr_POPCNUUX 1.35365836208 2.13371406621 0.1 1.6 1.8 2.3 1.7 0.7 -0.70 -0.50
GQHKDZYC 4.76049158789 2.40823069377 4.5 2.3 5.2 2.6 0.7 0.3 -0.22 -0.55
scr_JDTYVXRP 4.17484968309 2.30742892337 4.1 2.2 4.3 2.5 0.2 0.3 -0.25 -0.77
scr_DRVVJADX 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.01 -0.02
scr_BZNGSRQI 3.36588999467 1.01129398701 3.3 0.5 3.5 1.2 0.2 0.7 -0.24 -0.50
scr_DVUMEMPC 4.15729020196 5.10742337321 4.1 5.1 4.3 5.1 0.2 0.0 0.16 -0.27
scr_FYEWMZHW 1.5384789785 0.326654155772 1.3 0.0 2.0 0.7 0.7 0.7 -0.89 -0.43
scr_IVZAUEIJ 0.953382165836 -0.0689900292098 0.6 -0.5 1.4 0.3 0.8 0.8 -0.62 -0.66
scr_JCKPHEGR 1.94410072811 1.47829153167 1.6 -0.5 2.1 1.9 0.5 2.4 -0.45 -0.37
scr_RJEMIZPT 2.3014909867 1.66694485483 2.2 1.3 2.5 2.1 0.3 0.8 -0.37 -0.52
scr_RFOHHCEO 3.37476321192 1.58645396065 3.3 1.4 3.5 2.1 0.2 0.7 -0.21 -0.14
BPEEDDOM 5.15425575372 2.55589756477 5.0 2.4 5.3 3.3 0.3 0.9 0.32 -0.40
scr_JIKQHJRA 1.08083725565 0.197535499753 0.9 0.0 1.2 0.4 0.3 0.4 -0.71 -0.79
IMKUHIYQ 3.13859976824 2.24926739782 3.0 2.2 3.3 2.3 0.3 0.1 0.35 -0.03
scr_HXNZVSSC 3.33635333493 2.17450206007 2.3 2.1 3.5 2.3 1.2 0.2 -0.61 -0.49
TIPVXPED 3.40196134466 1.34590693797 3.4 1.3 3.4 1.5 0.0 0.2 0.03 0.12
XZNEISWV 1.38831264477 0.198128674571 1.2 -0.2 1.7 0.4 0.5 0.6 -0.32 -0.48
JXGXXYTV 2.66245723317 2.44129062615 2.5 2.3 3.0 2.6 0.5 0.3 0.23 -0.22
CEKSSRSF 4.15038853961 2.67537533044 4.0 2.5 4.3 2.9 0.3 0.4 -0.08 -0.22
OWUTGKUA 3.52640116177 2.23376553118 3.4 2.1 3.7 2.3 0.3 0.2 0.24 -0.31
scr_FZXHBPYE 2.18763647212 2.21373405448 1.7 2.1 2.3 2.4 0.6 0.3 -0.02 0.01
RQJNCOTC 5.22557008577 4.21656174149 5.1 4.2 5.3 4.2 0.2 0.0 -0.32 -0.30
DVCDQLRK 3.2843349794 2.66895808726 3.1 2.4 3.5 3.1 0.4 0.7 -0.39 -0.56
EMKTJKZC 1.53097127712 2.57614058613 1.1 1.3 7.3 7.4 6.2 6.1 0.10 -0.12
scr_UELJEDEL 0.404925775113 0.566792758559 0.2 0.4 0.7 0.9 0.5 0.5 -0.42 -0.20
JEICIQOY 5.38767220939 4.31378503519 5.2 4.2 5.7 4.4 0.5 0.2 -0.10 -0.05
scr_CYHDDJST 2.32819546442 3.25335455974 2.2 -0.3 2.5 7.3 0.3 7.6 -0.49 -1.03
scr_EDINQJEB 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.13 -0.34
scr_JTCUMNCJ 1.68602030185 0.320094871121 1.4 0.0 2.1 0.7 0.7 0.7 -0.10 -0.68
scr_ARXCOOSL 4.90357328241 3.01324107365 4.7 3.0 5.0 3.1 0.3 0.1 -0.11 -0.22
scr_RKZXMATG 3.51491508741 1.56093332885 1.1 1.3 4.6 2.2 3.5 0.9 -0.47 -0.17
scr_ITUNYLJB 3.45744464815 2.22444265658 3.3 2.1 3.6 2.4 0.3 0.3 -0.32 -0.15
scr_JABCKWGF 1.82472348538 0.405997203561 1.4 -0.4 2.2 1.8 0.8 2.2 0.16 -0.38
scr_QMJRCMBH 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 0.45 -0.85
scr_RUZJHLTR 1.16133531272 0.400969751691 0.3 0.2 1.3 0.6 1.0 0.4 -0.31 -0.24
scr_WLPPQKUO 3.28688332209 2.20290168648 3.3 2.1 3.3 2.3 0.0 0.2 0.24 -0.82
scr_HGYPJMDH 3.21429560506 1.44833838748 3.2 1.3 3.2 1.6 0.0 0.3 0.24 0.07
scr_KEOUXUCD 4.75405739629 2.70714689184 4.6 2.6 5.0 3.0 0.4 0.4 -0.10 -0.23
BB47CHm0265 4.5359097185 4.08536101205 4.5 4.1 4.6 4.1 0.1 0.0 0.01 -0.46
scr_FUWQCDOJ 4.5232870785 1.42216656396 4.3 1.2 4.9 1.8 0.6 0.6 0.08 -0.53
scr_THNNNRHS 2.17808670389 2.11648579016 2.1 2.0 2.2 2.3 0.1 0.3 -0.66 -0.56
scr_VUQFXNET 2.35831208337 1.16061536996 2.2 0.8 3.4 2.0 1.2 1.2 -0.53 -0.92
scr_SFEEDJWB 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.24 -0.84
scr_DNHZKADK 0.128536277343 0.112925291794 -0.5 -0.5 1.9 1.7 2.4 2.2 -0.33 -0.76
scr_GTVMLABF 3.38814230788 1.03480505875 3.3 0.5 3.5 1.3 0.2 0.8 -0.37 -0.82
scr_SXYASHYG 3.21035797168 0.950593891998 2.4 0.6 3.3 1.1 0.9 0.5 -0.26 -0.38
scr_JCWICWYQ 4.77802813233 2.34152531195 4.5 2.3 4.9 2.4 0.4 0.1 -0.23 -0.34
scr_NGPZIVXP 1.69498978781 2.16669771488 1.4 2.0 2.1 2.3 0.7 0.3 -0.49 -0.95
scr_QVAGLIEK 0.128536277343 0.112925291794 -0.5 -0.5 1.9 1.7 2.4 2.2 -0.16 -0.15
scr_PAWIAUBR 3.68860554728 2.73059368113 3.5 2.4 3.9 3.2 0.4 0.8 -0.01 -0.22
scr_PFAZRZMK 4.36273666768 2.06918562255 3.6 1.9 4.7 2.2 1.1 0.3 0.33 0.25
scr_WEKNWHNG 0.570080483376 0.194380231323 0.3 -0.5 1.0 0.5 0.7 1.0 -0.41 -0.49
scr_QUJOTYOU 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.44 -0.38
scr_MTBVTNLN 4.39222774011 1.44523006791 3.5 1.2 4.7 1.8 1.2 0.6 0.35 -0.42
scr_ELGRWSHS 4.92337365247 2.7298676609 4.7 2.6 5.1 2.9 0.4 0.3 -0.13 -0.02
scr_GQHKDZYC 1.69135349139 0.0112408445598 1.2 -0.5 2.4 0.6 1.2 1.1 -0.08 -0.43
IVBEDVCC 0.318258757408 0.597290553242 -0.1 0.3 0.7 1.1 0.8 0.8 0.20 -0.14
scr_APUVWIVL 1.89095358131 0.547484406123 1.6 0.3 2.0 1.1 0.4 0.8 0.01 -0.10
LOHAULIQ 3.22418688221 2.18640222701 3.2 2.1 3.3 2.2 0.1 0.1 0.35 -0.39
LKSBUJDE 4.39161257947 1.25029670541 4.3 1.1 4.5 1.5 0.2 0.4 0.37 -0.18
scr_TKOJBVHO 2.39079653582 1.66683157308 2.3 1.3 2.5 2.1 0.2 0.8 -0.13 0.14
TOIXMZYH 4.19780146069 1.26707497466 4.2 1.1 4.2 1.4 0.0 0.3 0.34 -0.26
scr_JTCQNIIR 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.45 -0.76
AFOLXEDM 2.39717190707 1.5960188342 2.4 1.5 2.5 2.0 0.1 0.5 -0.12 0.02
AHJFQPHY 4.26680540598 3.04725366117 4.2 2.5 4.3 3.1 0.1 0.6 -0.49 -0.49
NZWPIKON 4.57030340942 4.20965150913 4.4 4.2 4.8 4.2 0.4 0.0 0.16 -0.43
JLKYPXBH 4.512435822 4.16482046902 4.5 4.1 4.6 4.2 0.1 0.1 0.14 0.09
ENEOZFIC 5.05563437889 5.19028796086 4.9 5.1 5.2 5.2 0.3 0.1 0.97 0.40
scr_PHTYCYGO 3.2378310699 3.25335455974 -0.3 -0.3 7.3 7.3 7.6 7.6 -0.19 -0.78
scr_KTQMNQLE 1.12692490486 0.161417451042 0.9 -0.5 1.5 0.5 0.6 1.0 -0.90 -0.65
TJLZYLTH 4.16489750808 2.18234204944 4.1 2.1 4.2 2.2 0.1 0.1 0.16 -0.48
MBXNZUUF 4.25061500804 2.19254465365 4.2 2.1 4.4 2.3 0.2 0.2 0.08 -0.45
scr_HCRQQUVN 4.2727989373 2.37219068474 4.2 2.3 4.4 2.5 0.2 0.2 0.15 -0.10
BNOXPWXB 4.58695892282 3.04890599475 4.5 3.0 4.8 3.1 0.3 0.1 0.19 -0.65
scr_GVHYMTSN 3.5399473964 2.36600922425 3.4 2.3 3.7 2.5 0.3 0.2 -0.25 -0.42
OXCBYKWL 2.48067246897 2.2190531274 2.4 1.5 3.2 2.4 0.8 0.9 -0.17 -0.35
scr_GZISHUCI 3.34068468681 1.43883102706 3.3 1.2 3.4 1.8 0.1 0.6 -0.50 -0.78
JUNJDIWN 5.09016030894 2.35872181564 4.6 1.3 6.5 2.6 1.9 1.3 -0.03 -0.55
tlc_DFACGQCE 3.49425163644 -0.0146196090597 3.4 -0.5 3.6 0.5 0.2 1.0 1.10 0.98
